message,label
please can you help me to come with card request status,18.00
please overcome balance of visa card,12.00
can you help me to provide whether account is closed,11.00
get me my address changed?,3.00
help me to show bank card status,19.00
please assist to obtain me visa card reinstate,24.00
can you help me to find my card solicitation status,18.00
hand over me representation,32.00
can you send liquid to other bank account,26.00
help me to show me card requisition status,18.00
please assist me to change my username,8.00
assist to come with my visa card cost inquiry,10.00
please assist me to off my visa card active keys,1.00
can you display my balance of bank card,12.00
can you help me to obtain whether account is actived,11.00
assist me to give me balance,12.00
activate my debit card,0.00
help me to Change credit card active keys,24.00
help me to overcome with whether my account is canceled,11.00
can you help me to catch my bank card redeem,24.00
can you help me to generate appeal for card,2.00
what are the steps to get cost inquiry about master card,10.00
turning off my visa card atm Passcode,1.00
please give account number balance,12.00
Where to see 12 accounts activity summary for my a/c?,27.00
please provide user name,23.00
can you help me to give me my google mail id,21.00
help me to turn on my bank card activation keys,0.00
help me to get me adress,15.00
assist me to obtain whether or not my account is turned off,11.00
assist to get fees inquiry for my master card,10.00
convey your summary,32.00
please initiate request for card,2.00
what are the processes to get fees inquiry for bank card,10.00
How can i be found atm card balance?,12.00
assist to give whether or not my account is activated,11.00
catch me my a card solicitation status,18.00
assist me to transfer my liquid to other bank account,26.00
please assist me to show my a/c details,13.00
Do you know about account activities of my checking account?,27.00
assist me to prepare whether account is setoff,11.00
please assist me to find my a/c 7 activities,27.00
re-enable master card activation keys,0.00
can you help me to prepare whether or not my account is 1,11.00
can you help me to send money to other bank account,26.00
please look through and tell me whether my account is begun,11.00
can you help me to get my expiry year surrogated,5.00
begining card pin num,0.00
can you help me to obtain my cost of atm card,10.00
I want someone to help me show 7 my accounts activities and summary for every activity of my account,27.00
please assist me to catch user name,23.00
please help me to activation my visa card atm Passcode,0.00
can you transit my till_month,5.00
assist to cancel master card pin number,1.00
raise visa card inquiry,2.00
assist me to provide me my email address,21.00
please can you help me to check bank card status,19.00
help me to catch me a/c details,13.00
can you help me to come with whether or not account is turned on,11.00
what are the procedures to get fees inquiry for credit card,10.00
assist to come with me my contact number,20.00
what are the procedures for Replace my credit card passcode,24.00
I want someone to help me overcome 3 accounts transactions and summary for every activity of my account,27.00
give debit card cost,10.00
help me to get fees inquiry for my debit card,10.00
help me to check balance,12.00
assist me to disabled my bank card atm Passcode,1.00
obtain my account status,11.00
help me to prepare me balance of Account number,12.00
can you display my account number bal,12.00
I disagree,40.00
can you please look through and tell me whether my account is turn off,11.00
generate a credit card offer,2.00
get my expiry month changed,5.00
assist to obtain me my card offer status,18.00
please assist me to get charges my bank card,10.00
obtain my postal addr,15.00
declaration of you,32.00
assist me to give atm card_no,17.00
assist to begining debit card pass number,0.00
can you help me to come with me google mail id,21.00
can you get my card num turned,5.00
Where to display 10 recent activity for my accounts?,27.00
can you help me to come with my till_month,22.00
